lifecycle:transition,concept:name,case:concept:name,case:label,time:timestamp
complete,01_HOOFD_010,case_0,positive,2024-08-12 06:56:22.952853+00:00
complete,01_HOOFD_015,case_0,positive,2024-08-22 03:35:48.539165782+00:00
complete,01_HOOFD_410_0,case_0,positive,2024-08-26 00:50:00.505827230+00:00
complete,01_HOOFD_065_0,case_0,positive,2024-09-02 13:12:17.879783074+00:00
complete,14_VRIJ_110,case_0,positive,2024-09-07 19:48:33.971829004+00:00
complete,01_HOOFD_530a,case_0,positive,2024-09-13 20:59:21.044293127+00:00
complete,01_HOOFD_080,case_0,positive,2024-09-20 14:09:30.270458311+00:00
complete,01_HOOFD_020,case_0,positive,2024-10-19 05:05:33.804319450+00:00
complete,01_HOOFD_080,case_0,positive,2024-11-17 15:09:54.059725014+00:00
complete,01_HOOFD_460a,case_0,positive,2024-12-13 00:53:17.749730748+00:00
complete,07_OPS_075,case_0,positive,2024-12-15 06:43:10.194317665+00:00
complete,04_BPT_021,case_0,positive,2024-12-18 17:23:59.761872286+00:00
complete,01_HOOFD_090,case_0,positive,2025-02-17 12:02:57.261872286+00:00
complete,01_HOOFD_410_0,case_0,positive,2025-02-27 14:54:25.368635675+00:00
complete,01_HOOFD_080,case_0,positive,2025-03-03 01:27:54.071285571+00:00
complete,01_HOOFD_080,case_0,positive,2025-03-06 02:09:31.688232847+00:00
complete,01_HOOFD_065_0,case_0,positive,2025-03-06 06:13:04.332624481+00:00
complete,01_HOOFD_080,case_0,positive,2025-03-10 18:10:33.757647915+00:00
complete,01_HOOFD_065_0,case_0,positive,2025-03-11 12:28:28.716484952+00:00
complete,01_HOOFD_080,case_0,positive,2025-03-16 01:12:12.484291099+00:00
complete,01_HOOFD_090,case_0,positive,2025-03-16 01:12:17.484291099+00:00
complete,01_HOOFD_065_0,case_0,positive,2025-03-26 17:24:16.938993761+00:00
complete,01_HOOFD_065_0,case_0,positive,2025-03-31 11:09:00.458356328+00:00
complete,01_HOOFD_080,case_0,positive,2025-04-05 07:03:08.028680528+00:00
complete,01_HOOFD_250_0,case_0,positive,2025-04-29 04:46:22.983796117+00:00
complete,01_HOOFD_080,case_0,positive,2025-05-05 07:25:03.810701328+00:00
complete,07_OPS_080_2,case_0,positive,2025-05-31 15:00:54.052455325+00:00
complete,01_HOOFD_055,case_0,positive,2025-06-05 11:13:58.766277838+00:00
complete,12_AP_040,case_0,positive,2025-06-09 03:25:29.659403613+00:00
complete,01_HOOFD_090,case_0,positive,2025-06-16 08:42:59.401406242+00:00
complete,01_HOOFD_080,case_0,positive,2025-06-26 05:45:20.788485144+00:00
complete,14_VRIJ_030_1,case_0,positive,2025-07-21 10:29:43.599596540+00:00
complete,01_HOOFD_080,case_0,positive,2025-08-01 05:20:34.392997248+00:00
complete,01_HOOFD_065_0,case_0,positive,2025-08-01 18:19:01.894511951+00:00
complete,06_VD_060_4,case_0,positive,2025-08-06 05:56:43.308048558+00:00
complete,01_HOOFD_065_0,case_0,positive,2025-08-07 05:58:06.152669346+00:00
complete,01_HOOFD_080,case_0,positive,2025-08-11 16:23:49.286953072+00:00
complete,01_HOOFD_180,case_0,positive,2025-09-07 03:41:07.875761535+00:00
complete,01_HOOFD_065_0,case_0,positive,2025-09-09 21:49:30.722872287+00:00
complete,01_HOOFD_080,case_0,positive,2025-09-14 07:27:52.401123415+00:00
complete,01_HOOFD_090,case_0,positive,2025-09-14 07:27:57.401123415+00:00
complete,08_AWB45_080,case_0,positive,2025-09-24 15:44:13.972655400+00:00
complete,01_HOOFD_250_0,case_0,positive,2025-10-03 17:24:32.057242169+00:00
complete,12_AP_UOV_050,case_0,positive,2025-10-09 22:38:45.085161267+00:00
complete,01_HOOFD_820,case_0,positive,2025-10-16 21:53:59.165551836+00:00
complete,01_HOOFD_065_0,case_0,positive,2025-10-16 22:54:02.692286302+00:00
complete,01_HOOFD_065_0,case_0,positive,2025-10-21 13:00:47.761274489+00:00
complete,01_HOOFD_490_3,case_0,positive,2025-10-26 05:01:54.246266430+00:00
complete,08_AWB45_051_1,case_0,positive,2025-10-29 05:03:27.532686094+00:00
complete,01_HOOFD_065_0,case_0,positive,2025-10-31 13:45:02.949748633+00:00
complete,01_HOOFD_080,case_0,positive,2025-11-04 20:11:33.623620691+00:00
complete,01_HOOFD_080,case_0,positive,2025-11-12 04:40:01.145120654+00:00
complete,01_BB_635,case_0,positive,2025-12-07 17:34:14.907375618+00:00
complete,04_BPT_009,case_0,positive,2025-12-12 19:41:24.373202551+00:00
complete,01_HOOFD_080,case_0,positive,2025-12-20 11:19:56.476410582+00:00
complete,01_HOOFD_080,case_0,positive,2025-12-29 07:36:41.225855889+00:00
complete,01_HOOFD_530a,case_0,positive,2026-01-25 22:07:35.160344848+00:00
complete,12_AP_020_1,case_0,positive,2026-02-01 05:52:03.543129156+00:00
complete,01_HOOFD_080,case_0,positive,2026-02-08 21:42:52.895185997+00:00
complete,01_HOOFD_080,case_0,positive,2026-02-16 06:33:09.501974874+00:00
complete,01_HOOFD_080,case_0,positive,2026-02-25 00:01:22.834561853+00:00
complete,01_HOOFD_110_0,case_0,positive,2026-03-05 02:36:39.282885685+00:00
complete,01_HOOFD_790,case_0,positive,2026-03-06 23:43:37.033272638+00:00
complete,01_HOOFD_110_0,case_0,positive,2026-03-07 21:19:13.375517371+00:00
complete,01_HOOFD_090,case_0,positive,2026-03-07 23:48:34.926119679+00:00
complete,01_HOOFD_080,case_0,positive,2026-03-18 08:53:18.422952762+00:00
complete,01_HOOFD_090,case_0,positive,2026-03-18 08:53:23.422952762+00:00
complete,01_HOOFD_080,case_0,positive,2026-03-28 08:19:27.689180908+00:00
complete,01_HOOFD_090,case_0,positive,2026-03-28 08:19:32.689180908+00:00
complete,01_HOOFD_065_0,case_0,positive,2026-04-07 12:29:18.152420073+00:00
complete,01_HOOFD_180,case_0,positive,2026-04-12 03:09:01.249215769+00:00
complete,12_AP_UOV_030,case_0,positive,2026-04-15 19:29:35.106865272+00:00
complete,01_HOOFD_080,case_0,positive,2026-04-27 11:52:58.895949366+00:00
complete,01_HOOFD_080,case_0,positive,2026-05-04 02:07:41.319511488+00:00
complete,01_HOOFD_080,case_0,positive,2026-05-14 01:26:09.416141957+00:00
complete,01_HOOFD_080,case_0,positive,2026-05-15 04:48:26.448645806+00:00
complete,01_HOOFD_080,case_0,positive,2026-05-23 14:29:44.966620941+00:00
complete,01_HOOFD_010,case_1,positive,2024-08-12 16:56:30.685576140+00:00
complete,01_HOOFD_100_0,case_1,positive,2024-08-14 16:56:30.685576140+00:00
complete,01_HOOFD_080,case_1,positive,2024-08-25 13:03:00.716461425+00:00
complete,01_HOOFD_080,case_1,positive,2024-09-01 09:45:27.003418443+00:00
complete,01_HOOFD_101,case_1,positive,2024-09-24 10:16:00.100232279+00:00
complete,01_HOOFD_015,case_1,positive,2024-09-24 10:16:00.100332279+00:00
complete,01_BB_546,case_1,positive,2024-09-29 15:14:07.751554105+00:00
complete,01_HOOFD_090,case_1,positive,2024-10-05 06:31:37.646581285+00:00
complete,01_HOOFD_330,case_1,positive,2024-10-15 01:05:45.601219811+00:00
complete,01_HOOFD_080,case_1,positive,2024-11-02 18:43:10.986857771+00:00
complete,01_HOOFD_080,case_1,positive,2024-11-08 09:21:56.707137443+00:00
complete,01_HOOFD_080,case_1,positive,2024-11-16 23:47:23.712614264+00:00
complete,01_HOOFD_065_0,case_1,positive,2024-11-17 18:19:26.894622897+00:00
complete,01_HOOFD_100_0,case_1,positive,2024-11-17 18:19:26.894722897+00:00
complete,01_HOOFD_065_0,case_1,positive,2024-11-29 17:01:51.810187022+00:00
complete,01_HOOFD_080,case_1,positive,2024-12-04 13:09:01.579944836+00:00
complete,01_HOOFD_080,case_1,positive,2024-12-13 06:16:16.758746791+00:00
complete,01_HOOFD_809b,case_1,positive,2025-01-07 07:13:44.854858910+00:00
complete,01_HOOFD_090,case_1,positive,2025-01-07 09:04:42.017951967+00:00
complete,08_AWB45_170,case_1,positive,2025-01-17 05:01:22.004063132+00:00
complete,01_HOOFD_065_0,case_1,positive,2025-01-18 11:57:06.821316015+00:00
complete,01_HOOFD_110_0,case_1,positive,2025-01-21 02:41:48.348322677+00:00
complete,14_VRIJ_150,case_1,positive,2025-01-23 18:39:21.664100769+00:00
complete,01_HOOFD_090,case_1,positive,2025-01-30 19:58:47.880358502+00:00
complete,01_HOOFD_080,case_1,positive,2025-02-09 17:38:30.779269676+00:00
complete,01_HOOFD_065_0,case_1,positive,2025-02-09 17:38:30.779369676+00:00
complete,01_HOOFD_080,case_1,positive,2025-02-14 09:57:15.929211406+00:00
complete,01_HOOFD_580_2,case_1,positive,2025-03-12 00:27:18.024851258+00:00
complete,07_OPS_055,case_1,positive,2025-03-22 22:55:20.310232934+00:00
complete,01_HOOFD_530a,case_1,positive,2025-03-29 08:49:12.163800185+00:00
complete,01_HOOFD_250_0,case_1,positive,2025-04-06 21:52:03.131975787+00:00
complete,12_AP_020_2,case_1,positive,2025-04-15 23:38:25.649216840+00:00
complete,14_VRIJ_030_2,case_1,positive,2025-04-30 09:28:08.306002506+00:00
complete,14_VRIJ_030_1a,case_1,positive,2025-05-07 03:28:58.709122169+00:00
complete,01_HOOFD_080,case_1,positive,2025-05-14 04:07:42.045945035+00:00
complete,01_HOOFD_330,case_1,positive,2025-06-06 07:13:49.411915281+00:00
