prefix_length;ground_truth;predicted;prediction_probs
1;3;3;[3.4314131e-03,2.4475154e-04,1.3457325e-02,9.7348398e-01,9.3824873e-03]
1;3;3;[3.13370721e-03,1.86106263e-04,1.38739785e-02,9.74876642e-01,7.92958774e-03]
1;3;3;[4.6813390e-03,8.0821477e-04,1.1855999e-02,9.6410024e-01,1.8554298e-02]
2;4;4;[0.3396853 ,0.04932143,0.00107332,0.00205257,0.60786736]
3;4;4;[4.2138499e-01,1.9444600e-02,5.5653387e-04,2.0348669e-03,5.5657899e-01]
4;0;4;[0.45170304,0.0094908 ,0.00114523,0.00155316,0.5361078 ]
4;3;3;[9.0386027e-05,4.8941809e-05,1.2978376e-01,8.6559588e-01,4.4810921e-03]
2;4;4;[0.18505396,0.13115342,0.0007292 ,0.00228687,0.68077654]
3;0;4;[1.1571488e-01,1.8206015e-01,1.9950204e-04,1.0813300e-03,7.0094413e-01]
3;3;3;[1.2695789e-03,2.1560179e-04,4.6329968e-02,9.4694918e-01,5.2356375e-03]
1;3;3;[4.2381748e-03,5.1243836e-04,1.2542863e-02,9.6825403e-01,1.4452472e-02]
2;4;4;[3.2892267e-03,4.0222354e-02,1.5054461e-05,2.3176899e-04,9.5624155e-01]
3;4;4;[4.0060562e-01,1.4740743e-01,2.0532461e-05,3.8279220e-03,4.4813851e-01]
4;4;4;[3.0866534e-01,4.2978711e-02,3.8296123e-05,1.1172439e-02,6.3714522e-01]
5;4;0;[4.7184911e-01,1.4685494e-01,5.4901484e-05,5.0061983e-03,3.7623489e-01]
6;4;4;[4.0663758e-01,1.3041273e-01,9.2593684e-05,5.5974512e-03,4.5725957e-01]
7;1;0;[4.5682928e-01,1.0539031e-01,8.3149615e-05,5.9517957e-03,4.3174541e-01]
8;4;4;[1.3645836e-02,1.2684643e-02,5.6982826e-05,1.6451640e-03,9.7196734e-01]
9;4;4;[1.3197802e-01,1.6867019e-01,7.4608693e-06,2.9451578e-04,6.9904983e-01]
10;4;4;[1.3956688e-01,1.5493268e-01,6.4062639e-05,3.0968259e-03,7.0233959e-01]
11;4;4;[2.4610466e-01,1.5188289e-01,4.3217475e-05,4.2139916e-03,5.9775525e-01]
12;1;4;[2.00834349e-01,1.18828721e-01,1.01494545e-04,5.72405569e-03,6.74511373e-01]
13;4;4;[4.5530465e-02,4.2214714e-02,1.8879281e-04,1.0813961e-02,9.0125203e-01]
14;4;4;[2.5042698e-01,1.3557203e-01,3.7730671e-05,8.4836707e-03,6.0547960e-01]
15;0;4;[3.8815933e-01,1.4789651e-01,9.1697417e-05,2.0891316e-02,4.4296122e-01]
15;3;3;[1.6192789e-03,4.3280597e-04,1.5535428e-03,9.7719300e-01,1.9201370e-02]
2;0;4;[3.2294996e-02,2.9608874e-02,5.1934127e-04,1.4184621e-03,9.3615836e-01]
2;3;3;[3.0329384e-04,3.5225571e-04,2.0011663e-02,9.6358877e-01,1.5743991e-02]
1;3;3;[3.7136844e-03,3.1462446e-04,1.3152356e-02,9.7189993e-01,1.0919415e-02]
1;3;3;[4.2820461e-03,5.3741044e-04,1.2465982e-02,9.6788555e-01,1.4829040e-02]
1;3;3;[3.74437240e-03,3.22970911e-04,1.31207211e-02,9.71718550e-01,1.10933995e-02]
2;4;4;[0.35582033,0.04144163,0.00105216,0.00219236,0.5994935 ]
3;4;4;[2.0472640e-01,8.3130598e-02,6.6097052e-04,1.8360486e-03,7.0964599e-01]
4;0;4;[0.35289294,0.01301761,0.00064728,0.00124811,0.63219404]
4;3;3;[9.0868189e-04,1.6896985e-04,3.1165040e-01,6.8079245e-01,6.4794756e-03]
1;3;3;[2.7717757e-03,1.3042227e-04,1.4520941e-02,9.7622085e-01,6.3559921e-03]
2;0;4;[0.2663559 ,0.13254784,0.00101163,0.00199848,0.5980862 ]
2;3;3;[1.6154248e-03,2.0837723e-04,5.6078579e-02,9.3573868e-01,6.3589909e-03]
2;4;4;[0.23574908,0.07168903,0.00096345,0.00284506,0.68875337]
3;4;4;[1.8308090e-01,5.6004722e-02,2.1525411e-04,1.7226883e-03,7.5897640e-01]
4;0;4;[1.9069017e-01,2.3113297e-02,4.7553686e-04,4.2285831e-03,7.8149235e-01]
4;3;3;[1.4875601e-03,1.1056437e-04,9.4224975e-02,8.9784276e-01,6.3340911e-03]
2;4;4;[4.0092850e-03,1.0264664e-01,3.1108586e-05,4.8223542e-04,8.9283073e-01]
3;1;4;[3.2494161e-02,1.7379916e-01,4.9561877e-06,1.0971325e-03,7.9260457e-01]
4;4;4;[6.1612269e-03,4.6114624e-02,1.0730977e-05,8.7904755e-04,9.4683439e-01]
5;0;0;[4.7966000e-01,1.5104271e-01,1.4374642e-05,3.6903112e-03,3.6559257e-01]
5;3;3;[8.1555666e-03,3.5102270e-03,4.7457212e-04,9.5616263e-01,3.1697035e-02]
1;3;3;[3.4939244e-03,2.5918565e-04,1.3387478e-02,9.7314644e-01,9.7130137e-03]
2;0;4;[0.39559966,0.02907526,0.00105353,0.00264342,0.57162815]
2;3;3;[0.00109907,0.00086316,0.12630533,0.8596597 ,0.01207276]
1;3;3;[0.00345103,0.00473307,0.00267289,0.92782986,0.06131319]
1;3;3;[0.00552715,0.00254729,0.00947354,0.9482919 ,0.03416014]
1;3;3;[3.2254246e-03,2.0237880e-04,1.3725451e-02,9.7449285e-01,8.3539598e-03]
2;4;4;[3.1536475e-03,5.3981550e-02,1.7886676e-05,2.9725619e-04,9.4254965e-01]
3;4;4;[4.1139150e-01,1.3811027e-01,2.3459628e-05,3.8267297e-03,4.4664806e-01]
4;1;4;[2.7917555e-01,3.2335896e-02,4.1282972e-05,6.6880016e-03,6.8175924e-01]
5;4;4;[1.5593019e-02,3.6725346e-02,1.1963718e-04,2.0929496e-03,9.4546908e-01]
