prefix_length;ground_truth;predicted;prediction_probs
2;1;9;[2.4749211e-03,1.6373623e-02,1.4509038e-03,5.7263375e-04,8.6837733e-04,8.0381724e-04,1.7872862e-05,6.8472041e-04,8.2766532e-04,7.8339475e-01,4.7201170e-03,1.8275292e-01,3.2812809e-03,9.6491142e-04,8.1151555e-04]
3;9;9;[3.9753169e-03,1.8753403e-01,3.3634233e-03,7.7530596e-04,2.2027211e-03,1.1915175e-03,2.0862171e-05,1.4206726e-03,2.3788058e-03,5.2919024e-01,8.3155790e-03,2.4607179e-01,7.6276897e-03,2.6051765e-03,3.3268468e-03]
4;5;5;[3.2407721e-04,8.5752886e-03,2.9864093e-05,5.3065497e-04,1.8578218e-04,9.4195729e-01,8.0828983e-07,1.5989205e-04,1.2056091e-04,4.5707926e-02,1.5958196e-05,1.6681652e-03,4.9790106e-04,1.8387691e-04,4.2069918e-05]
5;3;3;[1.3659464e-04,2.4559075e-04,1.0925519e-03,9.9336535e-01,3.1914857e-05,1.0574082e-03,5.6923621e-09,3.6485103e-04,4.2432759e-05,3.8780173e-04,1.7956387e-05,6.0354563e-04,2.4174484e-03,1.6081186e-04,7.5768679e-05]
2;10;1;[1.1507434e-02,8.4808433e-01,6.1770682e-03,2.6973480e-04,6.9216345e-03,1.3502307e-03,6.8507252e-05,8.3394675e-03,3.9257826e-03,6.5962896e-02,1.3848583e-02,1.4903830e-02,9.7829970e-03,5.2343365e-03,3.6231887e-03]
3;1;1;[2.5288155e-02,6.5976954e-01,1.7728740e-02,3.9867207e-04,1.2715265e-02,3.1425466e-03,3.7265068e-05,1.1257461e-02,1.0587708e-02,1.7763411e-01,9.0697939e-03,3.4218151e-02,1.8109210e-02,1.0082831e-02,9.9605927e-03]
4;9;9;[1.0508619e-02,4.9629074e-02,7.3040025e-03,4.0208903e-04,4.0698475e-03,5.2194443e-04,7.7579480e-06,2.1536506e-03,5.1745735e-03,6.8586755e-01,3.4749324e-03,2.1201308e-01,1.0321116e-02,3.9560674e-03,4.5957575e-03]
5;5;5;[2.6231349e-04,1.1970617e-02,2.8503540e-05,1.9683540e-04,1.2541523e-04,9.6813715e-01,4.2070255e-07,1.6873228e-04,9.7593678e-05,1.8057523e-02,6.6228895e-06,5.4241234e-04,2.8558081e-04,1.0045568e-04,1.9796107e-05]
6;3;3;[2.3165114e-04,3.0637352e-04,1.6511275e-03,9.9295855e-01,5.5190823e-05,6.8098295e-04,3.0380654e-09,6.5568672e-04,5.4439060e-05,1.6927865e-04,7.9204774e-06,1.6578768e-03,1.2892830e-03,2.0920813e-04,7.2462062e-05]
2;9;9;[4.2492314e-03,1.0848237e-02,3.9687655e-03,4.5886537e-04,2.2452713e-03,2.5938606e-04,1.2650832e-05,1.7813551e-03,2.4953894e-03,7.8690904e-01,1.4981574e-02,1.6145228e-01,5.6838398e-03,2.7648367e-03,1.8892813e-03]
3;5;5;[4.8240213e-04,1.4125905e-02,6.9922091e-05,3.6159327e-04,3.7304623e-04,9.4813055e-01,2.0147886e-06,2.7349513e-04,2.0060632e-04,3.4402218e-02,7.0794973e-05,1.0193995e-03,2.9103714e-04,1.4369127e-04,5.3252086e-05]
4;3;3;[3.46118613e-04,1.84429795e-04,2.17365916e-03,9.92340088e-01,8.34787279e-05,4.76662157e-04,6.39418429e-09,6.59769343e-04,9.98123869e-05,3.78691038e-04,9.34518102e-05,5.11289283e-04,2.32169940e-03,2.14261410e-04,1.16627416e-04]
