prefix_length;ground_truth;predicted;prediction_probs
2;8;7;[1.4538352e-03,6.2354759e-04,2.1427415e-02,5.5622712e-02,1.5795325e-03,5.0885919e-02,8.6528752e-03,7.6645571e-01,2.6436757e-02,2.7336383e-02,1.0676618e-03,2.0990614e-02,1.3468288e-02,2.2527436e-05,1.0976923e-03,5.9675146e-04,2.2817245e-03]
3;5;3;[1.8344198e-03,5.7195110e-04,5.0211255e-02,5.5014050e-01,1.2032123e-06,2.8541130e-01,1.7746552e-03,1.8143646e-03,6.9695592e-02,2.1498827e-02,6.3302541e-05,1.2878955e-02,3.8921095e-03,6.9569811e-05,1.3621067e-04,4.6764208e-06,1.0545348e-06]
4;3;3;[2.3416209e-03,1.2653474e-04,1.7332466e-03,9.2781001e-01,1.2935030e-05,9.1487532e-03,1.1330143e-04,4.0664814e-02,1.1682200e-02,3.1390234e-03,7.9690304e-04,1.2919800e-03,5.5948441e-04,5.7609436e-06,5.6148029e-04,9.3871477e-06,2.5349011e-06]
5;7;7;[7.0480426e-04,7.9339655e-04,4.7192415e-03,8.5829543e-03,1.6669526e-04,8.9272317e-03,3.3859543e-03,9.3670726e-01,4.4861613e-03,1.5683556e-03,1.5793713e-02,1.0620070e-03,1.1455846e-03,1.3624862e-06,9.0609733e-03,2.8870916e-03,7.1853565e-06]
6;10;10;[1.6650645e-03,1.3587683e-02,1.1102753e-04,5.7326923e-03,9.7209041e-04,6.9337138e-03,5.5811593e-05,9.2402229e-04,2.4965489e-03,3.2283009e-05,9.4627154e-01,8.3913066e-05,1.6854887e-05,8.0478986e-07,1.1555259e-02,9.5528346e-03,7.7955347e-06]
7;15;15;[1.35936833e-03,6.33300701e-03,1.43010519e-04,6.72501186e-03,2.41375365e-03,1.07156171e-03,1.77703507e-04,1.46364211e-04,4.30522906e-03,2.73430778e-04,3.26354057e-02,2.05346005e-04,5.09926504e-05,1.17340477e-07,1.23505425e-02,9.31808412e-01,7.25466748e-07]
8;14;14;[4.2678216e-03,5.6037854e-02,4.9464457e-04,3.4264565e-02,1.8849341e-02,4.4018836e-03,1.6734671e-03,9.3069271e-04,2.8355950e-02,7.5712992e-04,1.2810829e-03,1.8764960e-03,4.6651988e-04,3.4756949e-06,8.2034904e-01,2.5984339e-02,5.6844315e-06]
9;8;3;[5.1706567e-02,2.2177644e-02,1.0405015e-03,4.8180166e-01,2.7722159e-02,3.4626650e-03,9.4158761e-04,1.1539785e-03,2.3253521e-01,5.5963703e-04,5.8071071e-04,5.1490683e-03,3.1277796e-04,2.4320108e-04,1.7040519e-01,1.7105557e-04,3.6390011e-05]
10;8;3;[1.2322228e-02,7.2680977e-03,9.7191229e-04,9.4804537e-01,1.7110240e-05,2.3021006e-03,7.9286023e-04,2.2770148e-05,1.9898020e-02,6.2573113e-04,2.1241917e-06,5.1214420e-03,2.3144404e-04,2.2547811e-05,2.3553262e-03,4.3846049e-07,4.0777871e-07]
11;0;3;[3.3169869e-02,8.3386693e-03,3.5534153e-04,8.6244309e-01,4.0243493e-05,3.3183363e-03,6.4303887e-05,9.5869682e-06,8.1488185e-02,4.9363251e-04,1.0982161e-06,5.3888219e-03,2.1321661e-04,8.5423279e-05,4.5884256e-03,7.4046675e-08,1.7053391e-06]
11;1;4;[1.3291836e-02,4.2522398e-01,2.2400334e-04,5.7101056e-02,4.7826183e-01,2.3003726e-03,2.3830256e-04,9.8545640e-04,1.8132608e-02,6.2303938e-04,6.6294335e-05,1.4349837e-03,2.6344013e-04,4.7478225e-06,1.6436416e-03,9.0181056e-06,1.9545718e-04]
2;7;7;[1.0265836e-03,4.7571483e-04,2.0822497e-02,4.5778185e-02,1.3602561e-03,5.2355621e-02,8.9625996e-03,7.8300595e-01,2.6546897e-02,2.4526460e-02,1.0459286e-03,1.7288670e-02,1.2840021e-02,1.0102217e-05,1.3139945e-03,7.3822518e-04,1.9024410e-03]
3;10;3;[8.89788941e-03,3.41903814e-03,5.01952693e-03,3.10056031e-01,8.04578827e-04,1.15006499e-01,1.07296435e-02,2.14503279e-06,2.19588339e-01,1.58933718e-02,2.43665412e-01,8.29003006e-03,2.14295159e-03,3.56453711e-06,2.96604726e-03,5.35146967e-02,2.05644568e-07]
4;8;15;[2.1530157e-03,5.7014485e-04,1.7499521e-04,9.8875403e-02,2.9558493e-04,4.4682082e-02,1.8284287e-03,4.6515893e-07,9.5969409e-02,2.3969840e-03,1.2786562e-02,2.2858675e-03,1.7740298e-04,7.7375694e-07,4.8346212e-03,7.3296779e-01,5.3447741e-07]
5;3;3;[5.2430397e-03,5.3032017e-03,7.7424274e-04,6.7812592e-01,5.2305804e-06,2.1705607e-01,8.9364161e-04,2.5936181e-08,6.9664814e-02,2.3379349e-03,1.1692216e-04,1.0114250e-02,6.2642177e-04,2.2831634e-06,4.9878201e-03,4.7480958e-03,4.8475965e-08]
6;5;5;[6.4275032e-03,9.5004201e-02,3.6801558e-04,3.9971486e-02,3.8106780e-04,4.9174574e-01,3.6766797e-03,8.5939951e-07,2.4666304e-02,6.5699156e-04,4.7421828e-03,6.1784906e-04,1.5336637e-04,4.9924091e-07,3.2652874e-02,2.9893360e-01,7.0649486e-07]
7;15;15;[3.5002697e-04,4.4871168e-03,3.0594911e-05,2.9940039e-03,6.6070570e-05,2.5923341e-03,1.2470841e-04,8.4091835e-07,8.7322565e-03,4.7791509e-05,8.0826851e-03,2.8896759e-05,6.5735485e-06,1.7105096e-07,9.3512852e-03,9.6310425e-01,3.2189814e-07]
8;1;14;[1.6941392e-03,1.5258991e-02,6.3720538e-05,2.3749785e-02,2.7216648e-04,2.0530583e-02,1.8916608e-04,1.6403341e-06,1.0974008e-02,1.7004657e-04,6.4189501e-02,1.2768747e-04,3.8247432e-05,3.1900643e-06,7.9892522e-01,6.3811071e-02,7.4841142e-07]
2;7;7;[1.0791399e-03,4.9869466e-04,1.9791216e-02,4.6447393e-02,1.3488651e-03,5.0656013e-02,8.5476069e-03,7.8736258e-01,2.5622269e-02,2.4022723e-02,1.0674817e-03,1.7197751e-02,1.2535911e-02,1.1056120e-05,1.2515018e-03,7.0017879e-04,1.8596371e-03]
3;8;3;[9.4510717e-03,3.2622346e-03,3.7034489e-03,3.2749218e-01,8.1357773e-04,1.3752759e-01,8.7767933e-03,2.5871859e-06,1.8051007e-01,1.1879858e-02,2.4844901e-01,6.6796928e-03,1.7115371e-03,3.2941368e-06,2.7412723e-03,5.6995548e-02,2.1823126e-07]
4;3;3;[1.3265760e-03,5.7458039e-03,1.9940871e-03,4.7947660e-01,2.4962521e-06,4.5157731e-01,1.7967961e-03,3.5431660e-06,3.3847552e-02,2.4119923e-03,7.8891860e-03,9.6973525e-03,5.1712181e-04,9.5737994e-07,1.6431488e-03,2.0690782e-03,4.8587714e-07]
5;1;5;[3.74840689e-03,3.34229052e-01,1.60469860e-03,2.46691126e-02,4.34927468e-04,4.88800764e-01,9.18768626e-03,6.43973635e-06,1.49172219e-02,3.68802721e-04,3.60713750e-02,1.20577868e-03,1.54953625e-04,5.82700920e-07,7.40393326e-02,1.05570415e-02,3.81359882e-06]
2;7;7;[1.5214855e-03,6.3457259e-04,2.1717189e-02,5.6957662e-02,1.6213051e-03,5.1556163e-02,8.6942883e-03,7.6185369e-01,2.6930707e-02,2.7943041e-02,1.0719863e-03,2.1724552e-02,1.3726201e-02,2.4954845e-05,1.0899424e-03,5.7348603e-04,2.3587027e-03]
3;10;3;[1.0488899e-02,3.6307424e-03,4.9483520e-03,3.2533631e-01,6.3137501e-04,1.3866843e-01,9.7572878e-03,2.0239336e-06,1.6448566e-01,1.2102483e-02,2.7406487e-01,9.6070776e-03,2.0730230e-03,3.8550520e-06,2.3098637e-03,4.1889597e-02,1.4397236e-07]
4;5;15;[2.23391922e-03,6.17721409e-04,1.52047593e-04,1.21572256e-01,2.64712318e-04,4.56249379e-02,1.55441463e-03,3.98817349e-07,6.59000725e-02,1.86801946e-03,1.46730449e-02,2.20505986e-03,1.56746086e-04,8.21288722e-07,4.41880058e-03,7.38756537e-01,4.57425216e-07]
5;3;3;[3.6374163e-03,7.0909440e-04,8.1915694e-04,7.1058136e-01,3.6128495e-05,9.6030226e-03,2.0951107e-03,3.9852733e-07,2.4296422e-01,6.6352985e-03,3.2520361e-04,1.4668872e-02,6.0354843e-04,2.1608469e-06,3.0108315e-03,4.3074158e-03,7.0364950e-07]
6;8;8;[2.91971839e-03,1.03137328e-03,5.64514543e-04,2.91473921e-02,1.69999530e-05,7.33432453e-03,1.67254009e-03,4.20282049e-07,9.29162860e-01,7.16784270e-04,8.32034333e-04,1.52295874e-03,1.19656564e-04,6.83966789e-07,7.81960227e-03,1.71378497e-02,2.53708805e-07]
7;15;15;[3.1551317e-04,6.5587359e-03,1.7348219e-05,2.9533317e-03,5.3448104e-05,7.2572771e-03,4.5647444e-05,1.9613192e-06,1.0342778e-03,6.9626512e-06,2.5141906e-02,4.2580614e-05,2.9655537e-06,3.9708914e-07,4.5977209e-02,9.1058868e-01,1.8404869e-06]
8;14;14;[3.0228300e-03,8.2243560e-03,2.5148507e-05,1.4139611e-02,1.1647615e-03,3.6632330e-03,8.4351785e-05,2.0819448e-06,7.9044106e-04,6.1647501e-05,1.1040342e-01,5.3112661e-05,2.0523186e-05,9.4017065e-07,8.4221500e-01,1.6124539e-02,4.0202899e-06]
9;8;3;[1.6359138e-01,2.0069901e-02,1.9739769e-04,3.5402739e-01,9.5040118e-03,7.6568904e-03,5.9330056e-04,2.4685389e-05,2.2569373e-01,1.1107556e-03,1.5647709e-04,4.1190311e-03,2.3901051e-04,1.4474161e-04,2.1108343e-01,1.7457624e-03,4.2209958e-05]
10;0;3;[2.8375087e-02,5.5107018e-03,3.0704922e-04,9.0132785e-01,6.1872865e-06,8.0761686e-03,6.4326072e-04,4.8051965e-07,4.6706155e-02,1.5540278e-03,1.1533281e-06,3.3565431e-03,1.1250010e-04,1.7227208e-05,3.9992766e-03,5.4531215e-06,8.4502409e-07]
10;1;1;[2.7254522e-02,5.6815130e-01,1.0740943e-04,2.2179602e-01,1.3929819e-01,6.4826393e-03,3.8817292e-04,9.4715706e-06,3.1281002e-02,2.0262259e-03,2.8294418e-05,7.7080174e-04,1.7275616e-04,5.8238902e-06,2.0177884e-03,3.3026667e-05,1.7656782e-04]
2;7;7;[1.2342165e-03,5.4771372e-04,2.0330755e-02,5.1943157e-02,1.4113602e-03,4.9532682e-02,8.3719036e-03,7.7956027e-01,2.5697106e-02,2.5110034e-02,1.0567288e-03,1.8694473e-02,1.2735496e-02,1.5426176e-05,1.1500899e-03,6.5360474e-04,1.9551096e-03]
3;15;3;[1.0118581e-02,3.4033367e-03,4.1352040e-03,3.2907751e-01,7.0331548e-04,1.4108813e-01,9.0009365e-03,2.2042695e-06,1.6899915e-01,1.1649423e-02,2.6106852e-01,7.9368558e-03,1.8644441e-03,3.6614895e-06,2.5284369e-03,4.8420176e-02,1.7231450e-07]
4;8;3;[2.8202454e-02,3.2465749e-03,1.0308018e-03,5.0567472e-01,2.2314764e-03,6.2524617e-02,1.0255163e-02,2.6383580e-06,3.1180301e-01,2.3734674e-02,1.5786677e-03,8.7451153e-03,3.6260770e-03,3.7545051e-05,3.4099165e-02,3.2038738e-03,3.4158713e-06]
5;5;5;[5.2994392e-03,1.7345140e-02,4.6141208e-03,3.6449984e-01,1.9399262e-05,5.1452792e-01,2.7205886e-03,2.5032190e-07,4.8326470e-02,4.5029446e-03,7.3762341e-05,1.9549288e-02,1.8981306e-03,2.0067735e-05,1.6574329e-02,2.8032935e-05,3.3230518e-07]
6;3;3;[7.9419008e-03,1.4305498e-03,8.9220708e-04,9.3558121e-01,1.8954616e-04,7.9324571e-03,3.8521810e-04,3.2006740e-06,2.7773554e-02,4.6338085e-03,1.0665985e-03,1.4910112e-03,4.2784135e-04,5.3822287e-06,1.0149537e-02,9.2620452e-05,3.3686938e-06]
7;10;14;[1.0676906e-02,4.5676474e-02,5.1092915e-03,8.1369497e-02,4.8969481e-03,5.9535045e-02,2.1357264e-02,3.1394113e-05,4.0089007e-02,2.8980176e-03,7.9761378e-02,4.7846418e-03,2.0423594e-03,7.6603228e-06,6.0946155e-01,3.2280892e-02,2.1632675e-05]
8;1;15;[9.9273091e-03,7.9769805e-02,3.2751105e-04,2.3666207e-02,1.0573018e-02,7.2944060e-02,5.6774082e-04,4.1445579e-05,3.0347971e-02,8.3641976e-04,7.9391617e-03,9.4605843e-04,1.8178375e-04,5.4141769e-06,3.2850748e-01,4.3334642e-01,7.2209135e-05]
2;7;7;[9.84964659e-04,4.70226514e-04,2.17974223e-02,4.56167944e-02,1.31300697e-03,5.60496859e-02,9.16268770e-03,7.75340915e-01,2.74839755e-02,2.55964026e-02,1.05153013e-03,1.78552363e-02,1.31175555e-02,9.71647478e-06,1.40867708e-03,7.58252456e-04,1.98304560e-03]
3;3;3;[8.9966338e-03,3.3057481e-03,3.7361917e-03,3.3008245e-01,9.7484462e-04,1.2167801e-01,8.9309346e-03,3.1159243e-06,1.9892260e-01,1.2642611e-02,2.2990827e-01,6.0703778e-03,1.6608845e-03,2.8942463e-06,2.9982675e-03,7.0085876e-02,2.8514830e-07]
4;5;8;[1.53318874e-03,3.00810626e-03,4.34361398e-03,3.76868509e-02,7.59513750e-06,1.21793315e-01,1.08531807e-02,1.58398859e-06,7.83160627e-01,1.29793212e-02,1.25669735e-02,8.60259961e-03,4.25748090e-04,1.20096843e-07,2.02499423e-03,1.00819743e-03,4.05121091e-06]
5;8;8;[5.7244988e-04,1.1561693e-02,8.2556141e-04,8.5852174e-03,4.5680114e-05,5.0923144e-03,1.4229422e-03,4.9170640e-06,9.4872999e-01,2.9342195e-03,1.2716839e-02,1.1300633e-03,1.1739923e-04,1.7850277e-07,4.0918156e-03,2.1173772e-03,5.1289975e-05]
6;10;10;[1.8621593e-04,2.5209099e-02,1.0030576e-03,1.0451933e-02,2.6616946e-05,2.5238452e-02,6.4792536e-04,2.8303159e-05,5.8647436e-03,9.2473254e-04,5.3776491e-01,6.8869413e-04,3.3068084e-04,5.0129799e-08,1.3959728e-01,2.5200939e-01,2.7929376e-05]
7;15;15;[5.2005245e-05,8.8289361e-03,2.0899544e-05,3.7661704e-04,7.4851574e-05,2.6939488e-03,5.7931735e-05,1.2000465e-05,1.5039159e-03,9.9725839e-05,1.3418429e-02,5.1526236e-05,8.7898479e-06,2.6900908e-09,9.9616628e-03,9.6279860e-01,4.0200150e-05]
8;1;14;[6.1066984e-04,9.5839426e-02,1.8009324e-04,8.1282882e-03,1.3025785e-03,1.4708472e-02,6.2411290e-04,4.7616904e-05,1.3386497e-02,1.1669508e-03,2.1952165e-04,8.8389311e-04,1.2509458e-04,3.3777368e-08,8.5491735e-01,7.6470026e-03,2.1237359e-04]
2;7;7;[1.4335548e-03,6.1607227e-04,2.1326501e-02,5.5233739e-02,1.5614026e-03,5.0780281e-02,8.6285928e-03,7.6786214e-01,2.6317034e-02,2.7111836e-02,1.0613684e-03,2.0724962e-02,1.3370657e-02,2.1699314e-05,1.0988239e-03,6.0423586e-04,2.2471484e-03]
3;3;3;[1.0449949e-02,3.5576664e-03,4.6219947e-03,3.2585755e-01,6.5389118e-04,1.4138909e-01,9.4718663e-03,2.1186131e-06,1.6407700e-01,1.1801584e-02,2.7085912e-01,9.0023940e-03,1.9919858e-03,3.7783459e-06,2.3654043e-03,4.3894403e-02,1.5349217e-07]
4;8;8;[2.43129185e-03,4.42017196e-03,7.90381711e-03,4.88413721e-02,1.28108295e-05,1.46041498e-01,1.33399125e-02,1.92711786e-06,7.31273055e-01,1.52892973e-02,1.26871252e-02,1.26694720e-02,5.83103625e-04,1.41815107e-07,2.61848187e-03,1.88302051e-03,3.56794385e-06]
