lifecycle:transition,concept:name,case:concept:name,case:label,time:timestamp
complete,Accepted,case_0,positive,2024-08-12 14:11:58.643679+00:00
complete,Completed,case_0,positive,2024-12-09 08:17:02.248167150+00:00
complete,Accepted,case_1,positive,2024-08-12 16:38:09.214502149+00:00
complete,Completed,case_1,positive,2024-09-25 08:48:52.253184450+00:00
complete,Accepted,case_2,positive,2024-08-13 02:47:09.344085265+00:00
complete,Completed,case_2,positive,2025-01-17 08:40:40.190542135+00:00
complete,Accepted,case_3,positive,2024-08-12 14:59:02.271343849+00:00
complete,Completed,case_3,positive,2024-09-30 08:24:18.552937976+00:00
complete,Accepted,case_4,positive,2024-08-12 14:16:12.657465461+00:00
complete,Completed,case_4,positive,2024-08-12 14:16:12.657565461+00:00
complete,Accepted,case_5,positive,2024-08-12 21:22:34.530099368+00:00
complete,Completed,case_5,positive,2024-08-19 19:14:53.772494891+00:00
complete,Accepted,case_6,positive,2024-08-12 13:51:21.876351407+00:00
complete,Completed,case_6,positive,2025-01-13 08:38:26.966417469+00:00
complete,Accepted,case_7,positive,2024-08-13 10:24:15.016453693+00:00
complete,Completed,case_7,positive,2024-10-07 20:09:07.734638688+00:00
complete,Accepted,case_8,positive,2024-08-12 15:11:51.670378462+00:00
complete,Completed,case_8,positive,2024-10-28 08:56:32.547861106+00:00
complete,Accepted,case_9,positive,2024-08-12 15:27:35.267418328+00:00
complete,Completed,case_9,positive,2024-08-12 15:27:35.267518328+00:00
complete,Accepted,case_10,positive,2024-08-12 17:22:12.923755513+00:00
complete,Completed,case_10,positive,2024-12-24 09:45:18.698816639+00:00
complete,Accepted,case_11,positive,2024-08-12 15:58:10.843627476+00:00
complete,Completed,case_11,positive,2025-06-30 19:40:04.577657036+00:00
complete,Accepted,case_12,positive,2024-08-12 18:00:29.392582701+00:00
complete,Completed,case_12,positive,2025-05-02 15:17:30.603666901+00:00
complete,Accepted,case_13,positive,2024-08-12 15:14:37.456301609+00:00
complete,Completed,case_13,positive,2024-08-12 15:14:37.456401609+00:00
complete,Accepted,case_14,positive,2024-08-12 21:18:22.998259788+00:00
complete,Completed,case_14,positive,2025-01-20 17:25:39.822182922+00:00
complete,Accepted,case_15,positive,2024-08-12 14:02:19.751923290+00:00
complete,Completed,case_15,positive,2024-12-03 10:37:00.529111924+00:00
complete,Accepted,case_16,positive,2024-08-15 09:01:52.175058971+00:00
complete,Completed,case_16,positive,2025-01-01 08:39:00.997125147+00:00
complete,Accepted,case_17,positive,2024-08-12 15:58:49.998779178+00:00
complete,Completed,case_17,positive,2024-12-23 08:41:03.669134812+00:00
complete,Accepted,case_18,positive,2024-08-13 00:19:39.611880021+00:00
complete,Completed,case_18,positive,2025-04-16 08:41:21.916720189+00:00
complete,Accepted,case_19,positive,2024-08-12 14:43:51.207282171+00:00
complete,Completed,case_19,positive,2024-08-23 08:30:49.485136507+00:00
complete,Accepted,case_20,positive,2024-08-12 14:11:12.540333818+00:00
complete,Completed,case_20,positive,2024-12-05 13:14:00.643228672+00:00
complete,Accepted,case_21,positive,2024-08-12 14:59:35.265705101+00:00
complete,Completed,case_21,positive,2025-03-24 08:31:05.030995089+00:00
complete,Accepted,case_22,positive,2024-08-12 15:29:01.382087063+00:00
complete,Completed,case_22,positive,2024-11-04 08:54:57.754165717+00:00
complete,Accepted,case_23,positive,2024-08-15 10:17:59.644211+00:00
complete,Completed,case_23,positive,2024-08-15 10:17:59.644311+00:00
complete,Accepted,case_24,positive,2024-08-14 13:36:15.250000160+00:00
complete,Completed,case_24,positive,2025-04-16 10:18:51.465606876+00:00
complete,Accepted,case_25,positive,2024-08-12 21:18:34.802083613+00:00
complete,Completed,case_25,positive,2025-02-24 14:40:44.712534607+00:00
complete,Accepted,case_26,positive,2024-08-12 14:23:52.980536708+00:00
complete,Completed,case_26,positive,2024-08-12 14:23:52.980636708+00:00
complete,Accepted,case_27,positive,2024-08-12 14:23:33.130094512+00:00
complete,Completed,case_27,positive,2025-05-19 08:36:26.428510428+00:00
complete,Accepted,case_28,positive,2024-08-12 16:33:04.822398382+00:00
complete,Completed,case_28,positive,2024-12-31 11:14:38.079474060+00:00
complete,Accepted,case_29,positive,2024-08-13 10:39:29.109572351+00:00
complete,Completed,case_29,positive,2025-05-12 08:44:40.371363783+00:00
complete,Accepted,case_30,positive,2024-08-12 15:06:50.204031068+00:00
complete,Completed,case_30,positive,2024-09-23 12:01:57.921750464+00:00
complete,Accepted,case_31,positive,2024-08-12 14:15:26.827850231+00:00
complete,Completed,case_31,positive,2024-08-12 14:15:26.827950231+00:00
complete,Accepted,case_32,positive,2024-08-12 14:00:08.183911022+00:00
complete,Completed,case_32,positive,2025-04-23 14:24:40.208508162+00:00
complete,Accepted,case_33,positive,2024-08-13 05:16:15.935385794+00:00
complete,Completed,case_33,positive,2024-08-13 08:16:15.935485794+00:00
complete,Accepted,case_34,positive,2024-08-12 14:38:12.644211+00:00
complete,Completed,case_34,positive,2024-11-12 20:47:32.733489977+00:00
complete,Accepted,case_35,positive,2024-08-13 00:48:39.203963188+00:00
complete,Completed,case_35,positive,2025-03-10 08:51:50.082268772+00:00
complete,Accepted,case_36,positive,2024-08-13 05:06:01.110788890+00:00
complete,Completed,case_36,positive,2024-08-30 08:15:16.618411524+00:00
complete,Accepted,case_37,positive,2024-08-12 16:24:35.477234111+00:00
complete,Completed,case_37,positive,2024-08-12 16:24:35.477334111+00:00
complete,Accepted,case_38,positive,2024-08-13 14:44:31.089302316+00:00
complete,Completed,case_38,positive,2025-10-07 09:16:53.635066420+00:00
complete,Accepted,case_39,positive,2024-08-12 15:51:30.730981322+00:00
complete,Completed,case_39,positive,2024-08-12 15:51:30.731081322+00:00
complete,Accepted,case_40,positive,2024-08-13 02:05:03.390658959+00:00
complete,Completed,case_40,positive,2024-10-18 08:46:34.134007637+00:00
complete,Accepted,case_41,positive,2024-08-13 19:39:31.881144048+00:00
complete,Completed,case_41,positive,2024-08-13 19:39:31.881244048+00:00
complete,Accepted,case_42,positive,2024-08-12 14:55:22.671950906+00:00
complete,Completed,case_42,positive,2024-08-12 14:55:22.672050906+00:00
complete,Accepted,case_43,positive,2024-08-13 04:34:50.859681669+00:00
complete,Completed,case_43,positive,2024-08-13 08:34:50.859781669+00:00
complete,Accepted,case_44,positive,2024-08-13 04:36:22.018381470+00:00
complete,Completed,case_44,positive,2024-09-16 19:34:28.806515332+00:00
complete,Accepted,case_45,positive,2024-08-12 19:29:04.094034251+00:00
complete,Completed,case_45,positive,2025-06-09 08:39:49.375093011+00:00
complete,Accepted,case_46,positive,2024-08-12 14:07:57.756990278+00:00
complete,Completed,case_46,positive,2025-05-06 08:55:12.432984470+00:00
complete,Accepted,case_47,positive,2024-08-12 14:30:35.418365397+00:00
complete,Completed,case_47,positive,2024-08-12 14:30:35.418465397+00:00
complete,Accepted,case_48,positive,2024-08-12 15:46:08.666118343+00:00
complete,Completed,case_48,positive,2025-05-26 08:05:19.116426975+00:00
complete,Accepted,case_49,positive,2024-08-14 00:31:47.621698329+00:00
complete,Completed,case_49,positive,2024-08-14 08:31:47.621798329+00:00
complete,Accepted,case_50,positive,2024-08-12 16:55:37.803081007+00:00
complete,Completed,case_50,positive,2024-12-03 08:27:27.805457265+00:00
complete,Accepted,case_51,positive,2024-08-12 15:02:00.993183090+00:00
complete,Completed,case_51,positive,2024-12-19 14:27:33.461481522+00:00
complete,Accepted,case_52,positive,2024-08-12 15:14:27.760253993+00:00
complete,Completed,case_52,positive,2024-08-27 10:16:28.604899701+00:00
complete,Accepted,case_53,positive,2024-08-14 08:52:08.200232180+00:00
complete,Completed,case_53,positive,2024-12-31 08:31:02.717301446+00:00
complete,Accepted,case_54,positive,2024-08-12 22:27:02.013253993+00:00
complete,Completed,case_54,positive,2025-03-03 08:32:27.658419857+00:00
complete,Accepted,case_55,positive,2024-08-13 08:05:38.065625083+00:00
complete,Completed,case_55,positive,2024-08-13 08:05:38.065725083+00:00
complete,Accepted,case_56,positive,2024-08-13 20:58:12.236851923+00:00
complete,Completed,case_56,positive,2025-04-07 20:08:04.937799367+00:00
complete,Accepted,case_57,positive,2024-08-13 07:56:30.854709230+00:00
complete,Completed,case_57,positive,2024-10-09 08:25:50.598852872+00:00
complete,Accepted,case_58,positive,2024-08-12 15:40:08.721968485+00:00
complete,Completed,case_58,positive,2024-08-12 15:40:08.722068485+00:00
complete,Accepted,case_59,positive,2024-08-12 15:10:57.395272109+00:00
complete,Completed,case_59,positive,2024-11-14 19:22:18.611205117+00:00
