lifecycle:transition,concept:name,case:concept:name,case:label,time:timestamp
complete,ER Registration,case_0,positive,2024-08-10 15:44:36.750299+00:00
complete,ER Triage,case_0,positive,2024-08-10 15:59:47.259765101+00:00
complete,ER Sepsis Triage,case_0,positive,2024-08-10 15:59:47.259865101+00:00
complete,CRP,case_0,positive,2024-08-10 16:26:10.705337673+00:00
complete,Leucocytes,case_0,positive,2024-08-12 20:06:07.245877231+00:00
complete,Release C,case_0,positive,2024-08-17 19:36:07.477332302+00:00
complete,ER Registration,case_1,positive,2024-08-10 20:07:35.934143684+00:00
complete,ER Triage,case_1,positive,2024-08-10 20:15:43.719327784+00:00
complete,ER Sepsis Triage,case_1,positive,2024-08-10 21:00:00.807898289+00:00
complete,CRP,case_1,positive,2024-08-10 21:28:01.156778508+00:00
complete,Leucocytes,case_1,positive,2024-08-10 21:28:01.156878508+00:00
complete,CRP,case_1,positive,2024-08-11 12:59:18.958259081+00:00
complete,ER Registration,case_2,positive,2024-08-11 06:16:25.651162408+00:00
complete,ER Triage,case_2,positive,2024-08-11 06:46:13.404346377+00:00
complete,Admission NC,case_2,positive,2024-08-11 07:23:24.716283974+00:00
complete,ER Sepsis Triage,case_2,positive,2024-08-11 07:28:04.952985+00:00
complete,CRP,case_2,positive,2024-08-11 07:48:13.713675718+00:00
complete,Leucocytes,case_2,positive,2024-08-11 07:48:13.713775718+00:00
complete,IV Liquid,case_3,positive,2024-08-10 17:37:31.609984809+00:00
complete,ER Registration,case_3,positive,2024-08-10 18:04:07.694436497+00:00
complete,ER Triage,case_3,positive,2024-08-10 18:14:11.462929072+00:00
complete,ER Sepsis Triage,case_3,positive,2024-08-10 18:29:04.345040948+00:00
complete,Leucocytes,case_3,positive,2024-08-10 18:37:24.071195158+00:00
complete,CRP,case_3,positive,2024-08-10 20:39:24.844903600+00:00
complete,IV Antibiotics,case_4,positive,2024-08-10 16:24:10.717890567+00:00
complete,ER Registration,case_4,positive,2024-08-10 16:35:50.717890567+00:00
complete,ER Triage,case_4,positive,2024-08-10 16:52:42.341520295+00:00
complete,ER Sepsis Triage,case_4,positive,2024-08-10 17:35:39.130480665+00:00
complete,Leucocytes,case_4,positive,2024-08-10 18:11:28.394392138+00:00
complete,CRP,case_4,positive,2024-08-11 13:41:48.505792418+00:00
complete,ER Registration,case_5,positive,2024-08-11 01:06:46.887865204+00:00
complete,ER Triage,case_5,positive,2024-08-11 01:06:46.887965204+00:00
complete,ER Sepsis Triage,case_5,positive,2024-08-11 01:06:46.888065204+00:00
complete,CRP,case_5,positive,2024-08-11 01:09:39.092729507+00:00
complete,Leucocytes,case_5,positive,2024-08-11 11:21:11.381609099+00:00
complete,IV Liquid,case_5,positive,2024-08-11 13:57:34.616211307+00:00
complete,ER Registration,case_6,positive,2024-08-10 16:46:50.243123801+00:00
complete,ER Triage,case_6,positive,2024-08-10 16:57:24.789542029+00:00
complete,ER Sepsis Triage,case_6,positive,2024-08-10 16:57:24.789642029+00:00
complete,Return ER,case_6,positive,2024-08-10 18:26:19.722075124+00:00
complete,Leucocytes,case_6,positive,2024-08-11 08:34:53.937743600+00:00
complete,CRP,case_6,positive,2024-08-12 18:18:56.555175123+00:00
complete,ER Registration,case_7,positive,2024-08-11 11:46:55.701933704+00:00
complete,Admission IC,case_7,positive,2024-08-11 11:55:19.530935315+00:00
complete,ER Triage,case_7,positive,2024-08-11 11:55:19.531035315+00:00
complete,ER Sepsis Triage,case_7,positive,2024-08-11 11:55:19.531135315+00:00
complete,CRP,case_7,positive,2024-08-11 12:32:20.562605822+00:00
complete,Leucocytes,case_7,positive,2024-08-11 12:32:20.562705822+00:00
complete,ER Registration,case_8,positive,2024-08-10 17:41:58.477277543+00:00
complete,LacticAcid,case_8,positive,2024-08-10 18:01:35.956098363+00:00
complete,ER Triage,case_8,positive,2024-08-10 18:03:30.747282255+00:00
complete,ER Sepsis Triage,case_8,positive,2024-08-10 18:14:59.049755462+00:00
complete,CRP,case_8,positive,2024-08-10 18:18:39.720716212+00:00
complete,Leucocytes,case_8,positive,2024-08-10 18:18:39.720816212+00:00
complete,ER Registration,case_9,positive,2024-08-10 19:40:07.476883885+00:00
complete,ER Triage,case_9,positive,2024-08-10 19:40:07.476983885+00:00
complete,ER Sepsis Triage,case_9,positive,2024-08-10 19:40:07.477083885+00:00
complete,CRP,case_9,positive,2024-08-10 19:50:59.812478688+00:00
complete,Leucocytes,case_9,positive,2024-08-10 19:50:59.812578688+00:00
complete,IV Antibiotics,case_9,positive,2024-08-10 21:30:52.132814835+00:00
complete,ER Registration,case_10,positive,2024-08-10 21:15:08.052594268+00:00
complete,ER Triage,case_10,positive,2024-08-10 21:21:03.221800745+00:00
complete,ER Sepsis Triage,case_10,positive,2024-08-10 21:21:03.221900745+00:00
complete,CRP,case_10,positive,2024-08-10 21:41:58.337449387+00:00
complete,CRP,case_10,positive,2024-08-10 21:41:58.337549387+00:00
complete,Leucocytes,case_10,positive,2024-08-10 21:41:58.337649387+00:00
complete,ER Registration,case_11,positive,2024-08-11 01:57:28.101428589+00:00
complete,Release C,case_11,positive,2024-08-11 02:16:07.754108930+00:00
complete,ER Triage,case_11,positive,2024-08-11 23:42:45.023852554+00:00
complete,ER Sepsis Triage,case_11,positive,2024-08-11 23:42:45.023952554+00:00
complete,CRP,case_11,positive,2024-08-12 00:07:26.709945113+00:00
complete,Leucocytes,case_11,positive,2024-08-12 19:49:40.319995673+00:00
complete,ER Registration,case_12,positive,2024-08-10 19:07:45.543160810+00:00
complete,ER Triage,case_12,positive,2024-08-10 19:19:14.411593303+00:00
complete,ER Sepsis Triage,case_12,positive,2024-08-10 19:39:32.671651172+00:00
complete,Leucocytes,case_12,positive,2024-08-10 20:29:02.646249133+00:00
complete,CRP,case_12,positive,2024-08-10 20:29:02.646349133+00:00
complete,Release A,case_12,positive,2024-08-17 10:22:23.780661589+00:00
complete,ER Registration,case_13,positive,2024-08-10 21:38:46.638593570+00:00
complete,ER Triage,case_13,positive,2024-08-10 21:41:56.923980825+00:00
complete,ER Sepsis Triage,case_13,positive,2024-08-10 22:25:29.987338261+00:00
complete,LacticAcid,case_13,positive,2024-08-10 22:43:21.169679984+00:00
complete,Leucocytes,case_13,positive,2024-08-11 12:09:58.094117381+00:00
complete,CRP,case_13,positive,2024-08-11 19:01:03.750445505+00:00
complete,ER Registration,case_14,positive,2024-08-10 17:55:32.643586163+00:00
