prefix_length;ground_truth;predicted;prediction_probs
2;12;10;[2.4013346e-02,3.6173195e-03,2.1477675e-02,6.0777646e-03,2.9740137e-05,8.4003313e-03,3.7905350e-03,1.0055351e-03,2.7169368e-05,1.4762724e-03,7.6185375e-01,2.1122871e-03,6.2503874e-02,3.0294450e-03,1.0058494e-01]
3;10;10;[1.49878776e-02,2.85724271e-03,4.59925830e-02,5.10762166e-03,4.15153845e-05,1.60939079e-02,4.24383488e-03,8.43557646e-04,4.09990134e-05,3.82327824e-03,6.95728779e-01,1.84820651e-03,1.04999952e-01,1.59590808e-03,1.01794764e-01]
4;2;2;[3.1369176e-02,4.6676060e-04,8.3994716e-01,1.1116242e-03,2.9218434e-05,2.2854475e-02,1.6303768e-03,2.0552650e-03,4.7618039e-05,5.9678749e-04,5.1817473e-02,6.6157617e-04,3.8582116e-02,2.0083338e-03,6.8219197e-03]
5;0;0;[9.7972518e-01,4.5214128e-05,1.4643876e-02,2.0495801e-04,1.0186124e-05,2.6113150e-04,2.4837611e-05,1.3356218e-04,4.3587293e-05,1.3580055e-05,2.6399202e-03,1.0750154e-04,5.3623540e-04,2.8169100e-04,1.3285782e-03]
2;1;12;[7.1831986e-02,1.4136949e-01,1.1194989e-02,2.3253418e-03,1.7897863e-04,8.2591698e-03,6.1518634e-03,5.8364775e-03,7.8499972e-05,1.2746999e-03,1.6030508e-01,5.4245518e-04,5.6007373e-01,2.0643906e-03,2.8512876e-02]
3;12;12;[5.7522308e-02,1.7155433e-01,1.4479205e-02,1.9810810e-03,1.0049750e-04,1.5487003e-02,7.4928692e-03,3.9614723e-03,3.1138457e-05,1.1566634e-03,2.8373352e-01,3.2126275e-04,4.0184534e-01,1.3503846e-03,3.8982909e-02]
4;10;10;[1.1594344e-02,1.2687935e-02,2.1728497e-02,1.2566535e-02,2.2656034e-04,2.7267830e-02,1.1034059e-02,2.5677991e-03,2.3762521e-04,2.4129993e-03,6.7951071e-01,2.2545906e-03,3.9065976e-02,2.8839610e-03,1.7396057e-01]
5;2;2;[2.1147899e-02,6.0618465e-04,8.6571449e-01,9.0939837e-04,2.5585636e-05,1.9813985e-02,6.7815109e-04,2.2394762e-03,4.1692525e-05,3.3201656e-04,4.5790561e-02,5.9813127e-04,3.3785395e-02,1.3958177e-03,6.9211731e-03]
6;0;0;[9.8484647e-01,4.4309549e-05,1.0771119e-02,2.0878087e-04,6.1363226e-06,2.3864703e-04,2.5066693e-05,1.3983612e-04,2.9486107e-05,6.2353101e-06,1.9526031e-03,7.4466690e-05,3.4387104e-04,2.0616675e-04,1.1068708e-03]
2;10;10;[2.3371749e-02,3.5354216e-03,2.0980241e-02,5.8563775e-03,2.9081233e-05,8.2271090e-03,3.7214716e-03,9.5638260e-04,2.7684773e-05,1.4963385e-03,7.6613528e-01,2.1070656e-03,6.4077273e-02,3.1234983e-03,9.6355073e-02]
3;2;2;[3.9829940e-02,4.8323438e-04,8.2555258e-01,1.0201754e-03,2.4853858e-05,1.8860640e-02,2.0045643e-03,1.5732222e-03,5.1250921e-05,5.5971305e-04,5.8751602e-02,9.3866250e-04,4.1390769e-02,2.3728411e-03,6.5860129e-03]
4;0;0;[9.78038430e-01,4.24475729e-05,1.67631302e-02,1.55434042e-04,6.34540174e-06,2.30242353e-04,1.76393169e-05,1.03614686e-04,3.41433188e-05,1.24508306e-05,2.55955034e-03,8.90744923e-05,5.37644664e-04,2.19771697e-04,1.19016925e-03]
2;10;10;[1.9693214e-02,2.8517870e-03,1.6498972e-02,1.2784755e-02,8.0377453e-05,1.3741309e-02,1.1667749e-02,1.4950705e-03,6.9395574e-05,1.1481489e-03,7.4624252e-01,2.0605545e-03,1.9337576e-02,3.0595895e-03,1.4926887e-01]
3;2;2;[2.9503981e-02,3.9692307e-04,8.4726804e-01,1.1997028e-03,2.7315986e-05,2.2344386e-02,3.3387847e-03,2.1602337e-03,5.2394622e-05,4.8902433e-04,5.3923011e-02,6.7129650e-04,2.9749969e-02,1.3564979e-03,7.5183539e-03]
4;0;0;[9.7776979e-01,4.3609540e-05,1.6667437e-02,1.7030585e-04,6.3939983e-06,2.4931892e-04,2.0554417e-05,1.1635334e-04,3.5134144e-05,1.3569337e-05,2.6635083e-03,8.3324492e-05,5.6304922e-04,2.3709814e-04,1.3605815e-03]
2;12;12;[5.79975769e-02,9.39417854e-02,1.08145289e-02,1.14820199e-03,4.54687761e-05,1.12956995e-02,4.32302430e-03,2.69131176e-03,1.95810335e-05,8.36861669e-04,3.27695012e-01,2.19640526e-04,4.55678433e-01,8.60590371e-04,3.24322730e-02]
3;10;10;[1.4680415e-02,1.3205370e-02,2.2571998e-02,1.2220375e-02,2.5103975e-04,2.6389258e-02,1.2523237e-02,2.9578453e-03,2.3525204e-04,2.8208243e-03,6.6120458e-01,2.9398194e-03,4.1839160e-02,3.5348921e-03,1.8262595e-01]
4;2;2;[2.2348881e-02,7.3893444e-04,8.4960008e-01,1.0766813e-03,3.6112197e-05,2.3461532e-02,1.1213340e-03,2.7341922e-03,5.7426263e-05,4.8437910e-04,5.1109672e-02,7.6280715e-04,3.7041914e-02,1.6240566e-03,7.8019532e-03]
5;0;0;[9.8128158e-01,4.6390971e-05,1.3426235e-02,1.9280968e-04,7.7433024e-06,2.4110956e-04,2.1120706e-05,1.2214365e-04,3.4333789e-05,9.4680126e-06,2.5659150e-03,9.1295369e-05,4.7858193e-04,2.3404448e-04,1.2472203e-03]
2;10;10;[1.9611442e-02,2.7766644e-03,1.5343533e-02,1.3136125e-02,8.3366336e-05,1.3997736e-02,1.1217685e-02,1.5325879e-03,7.0379065e-05,1.0661089e-03,7.4230480e-01,1.9969547e-03,1.9514782e-02,2.9940100e-03,1.5435387e-01]
3;10;2;[2.9083023e-02,3.9061808e-04,8.4792727e-01,1.0352619e-03,2.3374459e-05,2.3253132e-02,2.0418905e-03,1.9273792e-03,4.4412085e-05,4.1104501e-04,5.4912105e-02,6.4483739e-04,2.9920436e-02,1.3336936e-03,7.0514698e-03]
4;2;2;[4.7230657e-02,1.4184068e-03,7.6288640e-01,3.4355989e-03,1.4955332e-04,2.1928282e-02,6.9013349e-04,9.8360609e-03,6.9331079e-05,1.1258950e-03,8.9156352e-02,5.0991063e-04,3.9428432e-02,2.5689995e-03,1.9566055e-02]
5;0;0;[9.7654492e-01,4.7448470e-05,1.5984444e-02,2.8251280e-04,1.0824648e-05,2.8563751e-04,2.4392557e-05,2.3794273e-04,4.2270862e-05,1.9275687e-05,3.1259402e-03,9.0706308e-05,8.7507121e-04,4.3292175e-04,1.9955826e-03]
2;14;10;[1.3624859e-02,3.3880023e-03,1.2663645e-02,1.0123073e-02,1.8836735e-04,1.3581348e-02,9.4849840e-03,1.4091047e-03,1.3358724e-04,1.4540604e-03,7.7384669e-01,2.2039553e-03,1.4831357e-02,2.7127007e-03,1.4035429e-01]
3;10;10;[1.4987553e-02,1.7942999e-03,8.5521050e-02,8.7742996e-04,3.6498648e-05,1.6217029e-02,3.6817275e-03,3.5451762e-03,3.7376489e-05,5.7737308e-04,5.5548972e-01,2.9233401e-04,2.3267949e-01,1.9296658e-03,8.2333200e-02]
4;2;2;[1.57392062e-02,2.75748665e-04,8.38273168e-01,1.25643506e-03,8.46961339e-05,2.59426851e-02,2.88512348e-03,2.97479169e-03,1.16800096e-04,6.60192163e-04,7.14553148e-02,9.25137894e-04,2.90175024e-02,2.16299668e-03,8.23014881e-03]
5;0;0;[9.7714591e-01,4.2316846e-05,1.6704261e-02,1.9832875e-04,9.1149896e-06,2.5696604e-04,1.9934865e-05,1.8587125e-04,3.9895538e-05,1.9065534e-05,2.7320134e-03,8.7321387e-05,7.1573962e-04,4.0079615e-04,1.4426048e-03]
2;10;10;[2.0567894e-02,2.7745506e-03,1.6254924e-02,1.2874863e-02,7.4527954e-05,1.3741746e-02,1.0746446e-02,1.5387592e-03,6.2461477e-05,1.0924551e-03,7.3930216e-01,1.9918303e-03,1.9947318e-02,3.0164849e-03,1.5601358e-01]
3;2;2;[2.7614886e-02,2.3925029e-04,8.8015437e-01,1.0849363e-03,3.2564374e-05,1.2033209e-02,4.0146769e-03,1.6881227e-03,5.4078791e-05,2.6368178e-04,4.3651011e-02,6.5728073e-04,2.1180306e-02,8.6510717e-04,6.4665657e-03]
4;0;0;[9.7905058e-01,4.2611864e-05,1.5584514e-02,1.8201610e-04,8.4837893e-06,2.5230751e-04,2.0980106e-05,1.3357068e-04,4.4127995e-05,1.4402319e-05,2.4604606e-03,9.2600974e-05,5.3154316e-04,3.0461824e-04,1.2771587e-03]
2;3;10;[2.7034903e-02,3.8268417e-03,2.2408489e-02,6.8437499e-03,3.1250496e-05,8.5895872e-03,4.1661439e-03,1.1628345e-03,2.5988818e-05,1.3708355e-03,7.4863970e-01,2.1967855e-03,5.5000752e-02,2.8988763e-03,1.1580326e-01]
3;8;10;[2.0251112e-02,6.1797970e-03,3.4149874e-02,3.8570769e-03,7.4275122e-05,1.4029623e-02,3.5693345e-03,8.5911056e-04,5.2651925e-05,7.9236580e-03,6.7847079e-01,2.1278944e-03,1.2663618e-01,1.9961891e-03,9.9822477e-02]
4;8;2;[5.0152354e-02,7.7098925e-03,3.7691012e-01,4.7709420e-03,1.8272789e-04,3.5587940e-02,2.2862921e-03,2.7104511e-03,9.3845527e-05,7.1588191e-03,3.0402598e-01,1.5529256e-03,1.3246182e-01,3.0632170e-03,7.1332693e-02]
5;10;0;[4.54098493e-01,1.63046573e-03,1.24615386e-01,3.82107077e-03,2.65931012e-05,6.80066971e-03,9.00301151e-04,1.66651944e-03,1.71687479e-05,2.08999365e-04,3.25156808e-01,2.02593263e-04,1.50624458e-02,1.25241373e-03,6.45399913e-02]
6;0;0;[6.9345415e-01,1.6673788e-04,2.2922102e-01,3.9079529e-04,2.2133243e-05,2.8359797e-03,3.6033129e-04,1.2237309e-03,1.9594433e-04,5.4462751e-05,5.0984982e-02,3.4922507e-04,1.2257451e-02,4.3397588e-03,4.1432744e-03]
