prefix_length;ground_truth;predicted;prediction_probs
2;12;10;[4.3911267e-02,1.1230131e-02,3.6051523e-02,1.9286398e-02,4.2853415e-05,8.2449010e-03,9.0198973e-03,6.8795043e-03,5.6749519e-05,1.1090314e-02,5.9036857e-01,2.7066956e-03,6.5992542e-02,8.4957499e-03,1.8662292e-01]
3;10;10;[3.2417793e-02,3.4166134e-03,6.7632370e-02,1.2446437e-02,4.0959632e-05,1.2528718e-02,7.4717412e-03,3.3741575e-03,3.7841099e-05,1.0083519e-02,5.6228697e-01,1.1751471e-03,7.3807254e-02,7.8414753e-03,2.0543897e-01]
4;2;2;[2.9770121e-02,1.5330388e-03,7.8372777e-01,7.7032759e-03,1.3537119e-04,9.7380430e-03,6.6864258e-03,1.1938887e-03,1.4863095e-04,1.8925892e-02,6.5621108e-02,1.4104536e-03,3.9716601e-02,1.4212597e-02,1.9476810e-02]
5;0;0;[9.7539449e-01,6.9723777e-05,2.0095723e-02,1.8684533e-04,8.1464405e-06,2.5487706e-04,7.2710786e-04,1.6449281e-05,6.9328239e-06,1.4806754e-04,1.8684817e-03,4.1138599e-05,4.5084834e-04,3.6066401e-04,3.7038905e-04]
2;1;1;[4.4264302e-02,4.3672073e-01,9.5486622e-03,5.4275380e-03,6.6268534e-05,4.0275194e-03,4.4077584e-03,6.2418086e-03,4.3490232e-05,4.3599084e-03,3.7196070e-02,1.1830915e-03,4.2942867e-01,5.3829718e-03,1.1701241e-02]
3;12;12;[4.7504477e-02,3.4354970e-01,1.2853096e-02,8.7843835e-03,2.0561161e-04,6.4126723e-03,7.6647778e-03,8.7670498e-03,6.1431507e-05,9.6639069e-03,7.9408132e-02,1.5867905e-03,4.1792855e-01,6.9852090e-03,4.8624162e-02]
4;10;10;[2.5037937e-02,6.5873647e-03,5.9927694e-02,1.3048108e-02,7.2003437e-05,1.3096127e-02,1.3441735e-02,2.9750692e-03,5.0929888e-05,1.2174992e-02,5.6283361e-01,1.5867276e-03,5.2872188e-02,4.4408669e-03,2.3185462e-01]
5;2;2;[2.2099195e-02,2.2861911e-03,8.0080235e-01,7.5960653e-03,1.3337815e-04,1.2612719e-02,8.5834963e-03,1.1538339e-03,1.7770370e-04,1.6264275e-02,5.5966675e-02,2.1227242e-03,3.8350888e-02,1.2684080e-02,1.9166367e-02]
6;0;0;[9.7799599e-01,8.6610766e-05,1.8157424e-02,1.1390483e-04,4.2120937e-06,3.7941834e-04,9.4399630e-04,1.8840356e-05,4.2201959e-06,1.4067220e-04,1.2134864e-03,1.9725361e-05,3.1162231e-04,3.2358200e-04,2.8633268e-04]
2;10;10;[4.3321516e-02,1.1130295e-02,3.4720197e-02,1.8858384e-02,4.1685355e-05,8.0524962e-03,8.9322207e-03,6.8782684e-03,5.4566637e-05,1.0923736e-02,5.9835678e-01,2.6270426e-03,6.4350493e-02,8.4472969e-03,1.8330500e-01]
3;2;2;[4.37368564e-02,1.82527828e-03,7.54504502e-01,1.03142885e-02,1.14395894e-04,1.29362578e-02,7.38076819e-03,1.19205075e-03,1.45317928e-04,2.27975734e-02,7.48242661e-02,2.13484908e-03,3.76603566e-02,1.05651449e-02,1.98680721e-02]
4;0;0;[9.6787876e-01,1.5136422e-04,2.5904909e-02,2.3382012e-04,1.7352826e-05,5.8268273e-04,1.4701150e-03,3.2720294e-05,1.5552288e-05,2.0724561e-04,2.1681956e-03,7.7684279e-05,4.4258355e-04,3.9862961e-04,4.1841494e-04]
2;10;10;[4.2260841e-02,5.3666285e-03,3.6369108e-02,1.7737608e-02,5.0743874e-05,9.3530882e-03,1.6980372e-02,4.1231709e-03,7.2281124e-05,1.4178853e-02,6.1624718e-01,1.7280052e-03,3.5372321e-02,4.5403196e-03,1.9561954e-01]
