prefix_length;ground_truth;predicted;prediction_probs
2;3;5;[5.19477064e-04,1.88097823e-02,1.63883325e-02,2.47708987e-02,1.42995908e-04,7.75484920e-01,4.80564224e-04,9.39393323e-03,2.99041513e-02,2.80455779e-02,2.71309428e-02,1.22252125e-02,1.20145651e-02,6.14765659e-03,1.25050312e-02,1.64681859e-02,9.56768077e-03]
3;9;10;[4.0808148e-03,2.2312247e-03,2.3782803e-03,6.5599643e-02,2.1880824e-04,1.1314821e-02,4.7468135e-04,4.8797633e-03,2.4207074e-02,3.4944215e-01,5.0715125e-01,6.6711307e-03,7.3253610e-03,3.0565141e-03,1.7542955e-03,5.1646433e-03,4.0495382e-03]
4;10;10;[7.0726237e-04,1.2623421e-02,3.9224662e-03,3.8043033e-02,3.0925552e-05,1.1607761e-01,1.8413093e-04,3.4636760e-03,2.8898879e-03,2.9280724e-02,7.8562534e-01,6.9474941e-04,1.6035853e-03,6.1641709e-04,7.4099359e-04,2.1545766e-03,1.3411769e-03]
5;5;5;[5.6861551e-03,1.1706209e-02,1.7693598e-02,6.2314700e-03,4.2837888e-05,9.0692055e-01,1.5040367e-03,4.2472957e-03,3.5300154e-02,3.7128690e-03,2.4654747e-03,1.5918058e-04,1.7559462e-03,1.6426670e-04,1.3868003e-04,1.1074753e-03,1.1637929e-03]
6;8;8;[2.8432228e-03,4.5743777e-04,1.7740773e-02,4.5907727e-04,7.2861782e-05,2.4674999e-04,8.1029248e-05,5.6839786e-02,9.1806972e-01,6.4476806e-04,9.1415079e-04,7.7596295e-04,2.3774522e-04,1.6202683e-05,6.4268606e-05,2.5631773e-04,2.7986072e-04]
7;7;7;[3.1899638e-04,9.0826259e-05,2.9911974e-03,1.5104795e-04,1.1224121e-05,8.5227775e-06,2.5524419e-05,9.9268109e-01,2.2900605e-03,3.2604428e-04,4.5240074e-04,3.6586548e-04,2.2736871e-04,5.9923955e-06,2.8985651e-06,4.2384386e-06,4.6675832e-05]
8;2;2;[2.1702798e-01,6.0444366e-02,7.0543319e-01,3.4854398e-03,1.1909583e-04,2.2262733e-05,9.0750994e-04,3.2794534e-04,7.8153017e-04,1.1465941e-03,9.0657100e-03,8.6884107e-04,2.0071823e-04,2.4211597e-05,1.0261598e-05,1.1467072e-04,1.9717427e-05]
9;3;10;[7.47524062e-03,1.22005055e-02,1.34176895e-01,3.37305576e-01,4.36864138e-06,2.61693902e-04,5.75490005e-04,7.47800659e-05,7.06501130e-04,3.00995633e-02,4.11349118e-01,5.83857782e-02,5.62528614e-03,1.20434817e-03,2.08934565e-04,2.54469720e-04,9.14243210e-05]
10;3;10;[1.36383576e-03,1.67331169e-03,3.66554386e-03,3.88921611e-02,1.07646147e-05,2.91803299e-05,1.89513594e-04,2.10088765e-04,2.11109247e-04,7.08473101e-03,8.34683061e-01,1.09286614e-01,1.00385188e-03,7.93044805e-04,2.48199154e-04,4.98674381e-05,6.05210545e-04]
11;11;10;[1.0289392e-02,2.6538642e-03,4.9543860e-03,6.2786706e-02,7.1319788e-05,2.8072147e-05,5.2723550e-04,7.1156368e-04,6.8254920e-04,6.0575241e-03,6.1289614e-01,2.8030300e-01,3.0682690e-03,7.5905705e-03,2.0775574e-03,3.3950576e-04,4.9623731e-03]
12;0;0;[6.66400433e-01,5.07170917e-04,7.77661553e-05,1.43639219e-03,6.07901620e-06,4.43787139e-05,1.19172137e-06,1.29601485e-05,1.10059664e-05,2.67681644e-05,1.64102763e-03,1.53853616e-03,4.90549210e-05,7.16344744e-04,1.47656174e-04,8.24214803e-05,3.27300847e-01]
2;5;5;[5.0972373e-04,4.7909855e-03,7.1716411e-03,2.5619894e-02,1.1167466e-04,8.6900437e-01,3.8674858e-04,4.1828407e-03,1.9279540e-02,2.7262062e-02,2.2773979e-02,2.3440593e-03,4.1216789e-03,1.8717779e-03,2.2133356e-03,5.1584728e-03,3.1972330e-03]
3;8;10;[3.8117684e-02,7.4970355e-04,6.0215243e-03,1.9466826e-01,1.4652824e-04,9.6786849e-04,2.2464557e-04,1.4058565e-02,2.3626056e-01,1.6420487e-01,3.3709440e-01,1.4678728e-03,1.7005405e-03,1.5106305e-03,4.4206026e-04,1.5146169e-03,8.4963156e-04]
4;3;7;[7.8679790e-04,1.0158988e-03,1.0775693e-03,1.8134627e-01,1.3512629e-04,4.2757619e-04,1.8069534e-04,5.5321604e-01,1.5485857e-03,8.8692605e-02,1.6940652e-01,2.2910557e-04,5.7904649e-04,4.3059918e-04,4.8005852e-04,1.3868669e-04,3.0883346e-04]
