prefix_length;ground_truth;predicted;prediction_probs
2;0;0;[0.9674971 ,0.02679148,0.00185375,0.0010551 ,0.00280268]
2;0;0;[9.7685587e-01,1.8675094e-02,1.3830839e-03,6.7321549e-04,2.4127185e-03]
2;0;0;[0.9194518 ,0.06884619,0.00392162,0.00298488,0.00479562]
2;1;1;[0.00486352,0.6579831 ,0.19936913,0.13699594,0.00078823]
3;1;1;[0.00368146,0.6092818 ,0.33369446,0.05242408,0.00091817]
4;2;2;[0.00747091,0.36667916,0.60699654,0.01743479,0.0014187 ]
5;0;0;[9.2298830e-01,1.0588589e-02,1.5278279e-03,2.5019128e-04,6.4644940e-02]
2;1;1;[3.5748843e-03,6.6291118e-01,2.0793545e-01,1.2492979e-01,6.4869178e-04]
3;2;1;[0.00185941,0.70079845,0.2185814 ,0.07792837,0.00083238]
4;0;0;[0.939859  ,0.02128391,0.00341302,0.00134006,0.03410403]
2;0;0;[0.9404015 ,0.05145911,0.00315146,0.00238991,0.00259802]
2;1;1;[9.4515143e-04,9.3382937e-01,3.1628809e-03,6.1881181e-02,1.8140860e-04]
3;1;1;[0.00160906,0.71002215,0.17898323,0.10732837,0.00205723]
4;1;1;[5.55278128e-03,8.03927600e-01,1.09476425e-01,8.05254430e-02,5.17674314e-04]
5;1;2;[0.00380651,0.42863756,0.49611136,0.07080356,0.00064102]
6;1;1;[7.4944538e-03,6.1259842e-01,2.7751011e-01,1.0203561e-01,3.6139565e-04]
7;3;1;[3.8149222e-03,5.9886825e-01,2.6244363e-01,1.3463919e-01,2.3398543e-04]
8;1;1;[4.325791e-03,9.529665e-01,9.061184e-03,3.339598e-02,2.505384e-04]
9;1;1;[1.2188476e-03,6.7873740e-01,1.8138418e-01,1.3810866e-01,5.5082270e-04]
10;1;1;[4.5908862e-03,7.3178214e-01,1.2215208e-01,1.4117227e-01,3.0260289e-04]
11;1;1;[2.8450449e-03,6.7898351e-01,1.7212950e-01,1.4580168e-01,2.4026688e-04]
