case:concept:name,concept:name,time:timestamp
1109135791,Queued,2006/01/11 14:49:42.000000
1109135791,Accepted,2012/03/15 10:53:52.000000
1109135791,Accepted,2012/03/15 10:56:17.000000
1109135791,Accepted,2012/03/15 11:09:05.000000
1109135791,Completed,2012/03/15 11:11:33.000000
1109135791,[EOC],2012/03/15 11:11:33.000000
1147898401,Accepted,2006/11/07 09:00:36.000000
1147898401,Accepted,2006/11/07 12:05:44.000000
1147898401,Accepted,2009/12/02 13:24:32.000000
1147898401,Accepted,2011/09/03 05:09:09.000000
1147898401,Accepted,2012/01/20 09:23:24.000000
1147898401,Completed,2012/01/20 09:23:27.000000
1147898401,[EOC],2012/01/20 09:23:27.000000
1165554831,Accepted,2007/03/20 08:06:25.000000
1165554831,Accepted,2009/12/02 13:24:31.000000
1165554831,Accepted,2011/09/03 05:10:53.000000
1165554831,Accepted,2012/01/18 07:52:41.000000
1165554831,Completed,2012/01/18 07:52:43.000000
1165554831,[EOC],2012/01/18 07:52:43.000000
1172473423,Accepted,2007/05/10 14:21:54.000000
1172473423,Accepted,2009/12/02 13:24:33.000000
1172473423,Accepted,2011/09/03 05:10:59.000000
1172473423,Accepted,2012/01/18 07:20:53.000000
1172473423,Completed,2012/01/18 07:21:10.000000
1172473423,[EOC],2012/01/18 07:21:10.000000
1182640781,Accepted,2007/07/25 12:21:05.000000
1182640781,Accepted,2009/12/02 13:24:32.000000
1182640781,Queued,2010/08/25 09:13:01.000000
1182640781,Accepted,2011/09/05 07:24:13.000000
1182640781,Accepted,2011/11/14 15:10:25.000000
1182640781,Accepted,2012/01/03 10:30:35.000000
1182640781,Completed,2012/01/03 10:31:53.000000
1182640781,[EOC],2012/01/03 10:31:53.000000
1230541365,Accepted,2008/05/07 16:58:51.000000
1230541365,Accepted,2008/10/06 14:44:37.000000
1230541365,Accepted,2009/12/02 13:24:34.000000
1230541365,Accepted,2011/09/01 22:27:50.000000
1230541365,Accepted,2011/09/01 22:27:55.000000
1230541365,Accepted,2012/01/20 06:53:32.000000
1230541365,Completed,2012/01/20 06:53:35.000000
1230541365,[EOC],2012/01/20 06:53:35.000000
1236817141,Accepted,2008/06/04 10:02:18.000000
1236817141,Accepted,2009/12/02 13:24:34.000000
1236817141,Queued,2010/08/25 09:06:45.000000
1236817141,Accepted,2011/09/03 06:02:11.000000
1236817141,Accepted,2011/11/14 15:09:27.000000
1236817141,Accepted,2012/01/05 13:08:18.000000
1236817141,Completed,2012/01/05 13:09:00.000000
1236817141,[EOC],2012/01/05 13:09:00.000000
1270399977,Accepted,2008/11/13 08:43:32.000000
1270399977,Accepted,2012/01/30 09:56:24.000000
1270399977,Accepted,2012/01/30 10:12:05.000000
1270399977,Queued,2012/02/16 13:52:16.000000
1270399977,Accepted,2012/02/16 14:09:17.000000
1270399977,Queued,2012/02/16 14:09:43.000000
1270399977,Accepted,2012/02/16 14:10:10.000000
1270399977,Completed,2012/03/19 08:26:32.000000
1270399977,[EOC],2012/03/19 08:26:32.000000
1270427461,Accepted,2008/11/13 10:01:04.000000
1270427461,Accepted,2009/12/02 13:24:35.000000
1270427461,Accepted,2011/11/14 14:57:27.000000
1270427461,Accepted,2012/01/18 09:17:14.000000
1270427461,Completed,2012/01/18 09:19:21.000000
1270427461,[EOC],2012/01/18 09:19:21.000000
1310231291,Accepted,2009/06/25 07:47:52.000000
