ground_truth,predicted,prefix_length
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
90.0,14,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
91.0,1,1
91.0,1,1
1.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
216.0,288,1
2.0,1,1
91.0,1,1
2.0,1,1
2.0,1,1
90.0,14,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
309.0,288,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
90.0,14,1
90.0,14,1
2.0,1,1
2.0,1,1
309.0,266,1
2.0,1,1
90.0,14,1
2.0,1,1
2.0,1,1
309.0,288,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
70.0,288,1
2.0,1,1
2.0,1,1
2.0,1,1
90.0,14,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
309.0,288,1
2.0,1,1
216.0,288,1
2.0,1,1
2.0,1,1
2.0,1,1
216.0,288,1
2.0,1,1
2.0,1,1
175.0,1,1
91.0,1,1
2.0,1,1
90.0,14,1
70.0,288,1
2.0,1,1
2.0,1,1
91.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
1.0,1,1
91.0,1,1
91.0,1,1
2.0,1,1
90.0,14,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
216.0,288,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
90.0,14,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
90.0,14,1
90.0,14,1
90.0,14,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
90.0,288,1
91.0,1,1
2.0,1,1
91.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
309.0,288,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
131.0,288,1
2.0,1,1
2.0,1,1
309.0,288,1
2.0,1,1
2.0,1,1
278.0,288,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
309.0,288,1
2.0,1,1
2.0,1,1
91.0,1,1
2.0,1,1
91.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
309.0,288,1
2.0,1,1
216.0,288,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
90.0,14,1
90.0,14,1
216.0,288,1
2.0,1,1
2.0,1,1
309.0,288,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
90.0,14,1
309.0,266,1
2.0,1,1
2.0,1,1
90.0,288,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
216.0,1,1
2.0,1,1
91.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
278.0,288,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
91.0,1,1
216.0,288,1
309.0,288,1
90.0,14,1
2.0,1,1
2.0,1,1
309.0,288,1
90.0,14,1
90.0,14,1
2.0,1,1
2.0,1,1
2.0,1,1
91.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
2.0,1,1
70.0,288,1
2.0,1,1
2.0,1,1
91.0,1,1
2.0,1,1
2.0,1,1
91.0,1,1
90.0,14,2
90.0,14,2
309.0,266,2
90.0,14,2
91.0,91,2
91.0,91,2
90.0,14,2
90.0,14,2
90.0,14,2
2.0,1,2
1.0,14,2
1.0,14,2
90.0,14,2
90.0,14,2
90.0,14,2
90.0,14,2
2.0,1,2
309.0,266,2
